0,1,2,3,4,5,6,7,8,9,10
413,may,also,collect,information,about,VM                  ,RR                  ,VVI                 ,NN1                 ,II
413,Surround,yourself,with,people,who,VV0                 ,PPX1                ,IW                  ,NN                  ,PNQS
412,there,anyone,out,there,who,EX                  ,PN1                 ,RP                  ,RL                  ,PNQS
410,National,Pollutant,Discharge,Elimination,System,JJ                  ,JJ_NN1              ,NN1                 ,NN1                 ,NN1
408,Eunice,Kennedy,Shriver,National,Institute,NP1                 ,NP1                 ,NP1                 ,JJ                  ,NN1
408,took,matters,into,their,own,VVD                 ,NN2                 ,II                  ,APPGE               ,DA
406,did,n't ,make,any,sense,VDD                 ,XX                  ,VVI                 ,DD                  ,NN1
406,know,what,they 're,talking,about,VVI                 ,DDQ                 ,NN1                 ,VVG                 ,II
406,know,what,they 're,talking,about,VV0                 ,DDQ                 ,NN1                 ,VVG                 ,II
406,Mac,OS,X,El,Capitan,NP1                 ,NP2                 ,II%                 ,NP1                 ,NP1
406,presumed,innocent,until,proven,guilty,VVN_JJ@             ,JJ_NN1@             ,CS_II@              ,JJ_VVN              ,JJ
406,Reed,National,Military,Medical,Center,NP1                 ,JJ                  ,JJ                  ,JJ                  ,NN1
405,average,daily,high,temperature,above,JJ_NN1              ,JJ_RR               ,JJ                  ,NN1                 ,II
405,G,G,G,G,G,ZZ1                 ,ZZ1                 ,ZZ1                 ,ZZ1                 ,ZZ1
405,trip,down,memory,lane,with,NN1                 ,II                  ,NN1                 ,NN1                 ,IW
404,average,elevation,above,sea,level,JJ_NN1              ,NN1                 ,II                  ,NN1                 ,NN1
404,Cautionary,Note,Regarding,Forward-Looking,Statements,JJ                  ,NN1                 ,II_VVG              ,JJ_NN1              ,NN2
404,were,divided,into,three,groups,VBDR                ,VVN                 ,II                  ,MC                  ,NN2
403,anyone,has,any,experience,with,PN1                 ,VHZ                 ,DD                  ,NN1                 ,IW
403,Ludwig,Mies,van,der,Rohe,NP1                 ,NP1                 ,NP1                 ,NP1                 ,NP1
403,Senate,Minority,Leader,Chuck,Schumer,NN1                 ,NN1                 ,NN1                 ,NP1_VV0             ,NP1_NN1
403,take,matters,into,her,own,VVI                 ,NN2                 ,II                  ,APPGE               ,DA
403,Texas,online,traffic,school,course,NP1                 ,JJ                  ,NN1                 ,NN1                 ,NN1
402,stock,currently,has,Weekly,Volatility,NN1                 ,RR                  ,VHZ                 ,JJ                  ,NN1
400,New,York,City,public,schools,NP1                 ,NP1                 ,NN1                 ,NN1_JJ              ,NN2
400,Republican,presidential,nominee,Donald,Trump,JJ@_NN1             ,JJ                  ,NN1                 ,NP1                 ,NN1_VV0
400,Tonight,Show,with,Jay,Leno,RT                  ,VV0                 ,IW                  ,NP1                 ,NP1_NN1
399,into,contact,with,each,other,II                  ,NN1                 ,IW                  ,PPX221              ,PPX222
398,chftn,footnote,pardplain,s15ql,LONG,NNU                 ,NN1_VV0             ,NN1_VV0             ,FO                  ,RR_JJ
398,internal,controls,over,financial,reporting,JJ                  ,NN2                 ,II                  ,JJ                  ,NN1
398,with,generally,accepted,accounting,principles,IW                  ,RR                  ,JJ_VVN_VVD          ,NN1_VVG_JJ@         ,NN2
397,large,saucepan,over,medium,heat,JJ                  ,NN1                 ,II                  ,JJ_NN1              ,NN1
397,learn,something,new,every,day,VVI                 ,PN1                 ,JJ                  ,AT1                 ,NNT1
397,let,nature,take,its,course,VV0                 ,NN1                 ,VVI                 ,APPGE               ,NN1
397,patients,with,impaired,renal,function,NN2                 ,IW                  ,JJ                  ,JJ                  ,NN1
397,slowing,down,any,time,soon,VVG                 ,RP                  ,DD                  ,NNT1                ,RR
395,Anyone,with,information,should,call,PN1                 ,IW                  ,NN1                 ,VM                  ,VVI
395,Cape,Breton,Highlands,National,Park,NP1                 ,NP1                 ,NP2                 ,JJ                  ,NN1
395,take,up,too,much,space,VV0                 ,RP                  ,RG                  ,DA1                 ,NN1
394,President,Obama,signed,into,law,NNB                 ,NP1                 ,VVD                 ,II                  ,NN1
393,goes,into,great,detail,about,VVZ                 ,II                  ,JJ                  ,NN1                 ,II
393,who,comes,into,contact,with,PNQS                ,VVZ                 ,II                  ,NN1                 ,IW
393,with,special,health,care,needs,IW                  ,JJ                  ,NN1                 ,NN1                 ,NN2_VVZ
392,Los,Angeles,Superior,Court,Judge,NP1                 ,NP1                 ,JJ_NP1@             ,NN1                 ,NN1_NP1@_VV0
391,Homeland,Security,Secretary,Jeh,Johnson,NN1                 ,NN1                 ,NN1_NP1@            ,NP1_NN1             ,NP1
390,NASA,Goddard,Space,Flight,Center,NP1                 ,NP1                 ,NN1                 ,NN1                 ,NN1
390,North,Carolina,Community,College,System,ND1                 ,NP1                 ,NN1                 ,NN1                 ,NN1
390,Prime,Minister,Malcolm,Turnbull,said,JJ                  ,NN1                 ,NP1                 ,NP1                 ,VVD
390,would,like,further,information,about,VM                  ,VVI                 ,JJR@_RRR            ,NN1                 ,II
389,spent,way,too,much,time,VVD                 ,NN1_RR%             ,RG                  ,DA1                 ,NNT1
388,Deputy,First,Minister,Martin,McGuinness,NN1                 ,MD                  ,NN1                 ,NP1                 ,NP1
388,most,commonly,asked,questions,about,RGT                 ,RR                  ,VVD_VVN@            ,NN2                 ,II
388,World,War,II,broke,out,NN1                 ,NN1                 ,MC                  ,VVD                 ,RP
387,take,up,too,much,room,VVI                 ,RP                  ,RG                  ,DA1                 ,NN1
387,United,States,Public,Health,Service,NP1                 ,NP1                 ,JJ_NN1              ,NN1                 ,NN1
386,had,made,up,his,mind,VHD                 ,VVN                 ,RP_II@              ,APPGE               ,NN1
385,Late,Night,with,Seth,Meyers,JJ                  ,NNT1                ,IW                  ,NP1                 ,NP2
384,anyone,who,knows,anything,about,PN1                 ,PNQS                ,VVZ                 ,PN1                 ,II
384,selling,session,with,closing,price,VVG_NN1             ,NNT1                ,IW                  ,JJ_VVG              ,NN1
384,women,diagnosed,with,breast,cancer,NN2                 ,VVN_VVD             ,IW                  ,NN1                 ,NN1
383,coming,back,year,after,year,VVG                 ,RP_JJ@_NN1          ,NNT1                ,II_CS               ,NNT1
383,Phoenix,Sky,Harbor,International,Airport,NP1                 ,NN1                 ,NN1_VV0@            ,JJ                  ,NN1
383,tablespoons,extra,virgin,olive,oil,NN2                 ,JJ_RR@              ,JJ_NN1              ,JJ_NN1              ,NN1
383,who,lost,their,lives,during,PNQS                ,VVD                 ,APPGE               ,NN2                 ,II
382,because,there,were,too,many,CS                  ,EX                  ,VBDR                ,RG                  ,DA2
381,has,its,work,cut,out,VHZ                 ,APPGE               ,NN1                 ,VVN                 ,RP
381,New,York,City,real,estate,NP1                 ,NP1                 ,NN1                 ,JJ                  ,NN1
381,Public,Safety,Minister,Ralph,Goodale,JJ_NN1              ,NN1                 ,NN1                 ,NP1                 ,NP1
380,into,too,much,detail,about,II                  ,RG                  ,DA1                 ,NN1                 ,II
380,n't ,know,what,I 'm,talking,XX                  ,VVI                 ,DDQ                 ,VV0                 ,VVG
380,patients,with,severe,renal,impairment,NN2                 ,IW                  ,JJ                  ,JJ                  ,NN1
379,former,New,York,City,Mayor,DA                  ,NP1                 ,NP1                 ,NN1                 ,NNB
379,having,trouble,coming,up,with,VHG                 ,NN1                 ,VVG                 ,RP                  ,IW
379,students,who,demonstrate,financial,need,NN2                 ,PNQS                ,VV0                 ,JJ                  ,NN1
379,them,reach,their,full,potential,PPHO2               ,VVI                 ,APPGE               ,JJ                  ,NN1_JJ
378,but,did,n't ,know,how,CCB                 ,VDD                 ,XX                  ,VVI                 ,RRQ
378,coming,up,with,their,own,VVG                 ,RP                  ,IW                  ,APPGE               ,DA
378,Emanuel,African,Methodist,Episcopal,Church,NP1                 ,JJ                  ,JJ_NN1              ,JJ                  ,NN1
378,maintain,effective,working,relationships,with,VV0                 ,JJ                  ,JJ@_VVG             ,NN2                 ,IW
378,stack,up,against,each,other,VV0                 ,RP                  ,II                  ,PPX221              ,PPX222
378,who,took,his,own,life,PNQS                ,VVD                 ,APPGE               ,DA                  ,NN1
377,massively,multiplayer,online,role-playing,game,RR                  ,NN1                 ,JJ                  ,NN1                 ,NN1
377,spending,some,quality,time,with,VVG                 ,DD                  ,NN1                 ,NNT1                ,IW
377,West,Virginia,Northern,Community,College,NP1                 ,NP1                 ,JJ                  ,NN1                 ,NN1
376,always,coming,up,with,new,RR                  ,VVG                 ,RP                  ,IW                  ,JJ
376,children,with,autism,spectrum,disorder,NN2                 ,IW                  ,NN1                 ,NN1                 ,NN1
376,Supreme,Leader,Ayatollah,Ali,Khamenei,JJ                  ,NN1                 ,NNB                 ,NP1                 ,NP1
375,Income,Home,Energy,Assistance,Program,NN1                 ,NN1                 ,NN1                 ,NN1                 ,NN1
375,New,York,International,Auto,Show,NP1                 ,NP1                 ,JJ                  ,NN1                 ,NN1_VV0
374,him,with,all,my,heart,PPHO1               ,IW                  ,DB                  ,APPGE               ,NN1
374,House,spokesman,Sean,Spicer,said,NN1                 ,NN1                 ,NP1                 ,NP1                 ,VVD
374,New,York,City,with,his,NP1                 ,NP1                 ,NN1                 ,IW                  ,APPGE
374,them,feel,good,about,themselves,PPHO2               ,VVI                 ,JJ                  ,II                  ,PPX2
373,comply,with,these,Official,Rules,VVI                 ,IW                  ,DD2                 ,JJ                  ,NN2
373,Queen,Elizabeth,II,Diamond,Jubilee,NNB                 ,NP1                 ,MC                  ,NN1                 ,NN1
372,along,with,his,booking,agents,II21                ,II22                ,APPGE               ,NN1                 ,NN2
372,C,D,E,F,G,ZZ1                 ,ZZ1                 ,ZZ1                 ,ZZ1                 ,ZZ1
371,company,had,Year,Ago,Sales,NN1                 ,VHD                 ,NNT1                ,RA                  ,NN
371,kill,two,birds,with,one,VV0                 ,MC                  ,NN2                 ,IW                  ,MC1
371,pregnant,with,their,first,child,JJ                  ,IW                  ,APPGE               ,MD                  ,NN1
371,Robert,Wood,Johnson,Medical,School,NP1                 ,NP1                 ,NP1                 ,JJ                  ,NN1
370,comes,with,its,own,unique,VVZ                 ,IW                  ,APPGE               ,DA                  ,JJ
370,South,Coast,Air,Quality,Management,ND1                 ,NN1                 ,NN1                 ,NN1                 ,NN1
370,UK,Prime,Minister,Theresa,May,NP1                 ,JJ                  ,NN1                 ,NP1                 ,NP1%_NPM1
370,would,take,too,much,time,VM                  ,VVI                 ,RG                  ,DA1                 ,NNT1
369,Royal,New,Zealand,Air,Force,JJ                  ,NP1                 ,NP1                 ,NN1                 ,NN1
368,game,between,Top,Four,teams,NN1                 ,II                  ,NN1_JJ              ,MC                  ,NN2
368,n't ,see,any,reason,why,XX                  ,VVI                 ,DD                  ,NN1                 ,RRQ
367,All,Blacks,coach,Steve,Hansen,DB                  ,NN2                 ,VV0                 ,NP1                 ,NP1
367,contact,our,customer,service,team,VVI                 ,APPGE               ,NN1                 ,NN1                 ,NN1
367,n't ,really,know,much,about,XX                  ,RR                  ,VVI                 ,RR_DA1              ,II
366,hard,time,figuring,out,what,JJ                  ,NNT1                ,VVG                 ,RP                  ,DDQ
366,My,Beautiful,Dark,Twisted,Fantasy,APPGE               ,JJ                  ,JJ_NN1              ,JJ_VVD              ,NN1
366,their,right,mind,would,want,APPGE               ,JJ_NN1              ,NN1                 ,VM                  ,VVI
365,n't ,just,take,my,word,XX                  ,RR                  ,VVI                 ,APPGE               ,NN1
365,Prime,Minister,Recep,Tayyip,Erdogan,JJ                  ,NN1                 ,NP1_NN1             ,NP1                 ,NP1
365,Tonight,Show,with,Jay,Leno,RT                  ,VV0                 ,IW                  ,NP1                 ,NP1
365,without,our,express,written,consent,IW                  ,APPGE               ,JJ@                 ,JJ@                 ,NN1
364,contact,our,Customer,Service,Team,VV0                 ,APPGE               ,NN1                 ,NN1                 ,NN1
364,n't ,know,what,I 'm,doing,XX                  ,VVI                 ,DDQ                 ,VV0                 ,VDG
364,there,were,just,too,many,EX                  ,VBDR                ,RR                  ,RG                  ,DA2
363,Check,out,our,hotel,recommendations,VV0                 ,RP                  ,APPGE               ,NN1                 ,NN2
363,former,FBI,director,James,Comey,DA                  ,NP1                 ,NN1                 ,NP1                 ,NP1
363,n't ,know,what,its,like,XX                  ,VVI                 ,DDQ                 ,APPGE               ,JJ@_NN1%
362,also,referenced,with,federal,logistics,RR                  ,VVD_VVN@            ,IW                  ,JJ                  ,NN1
362,comply,with,all,applicable,laws,VV0                 ,IW                  ,DB                  ,JJ                  ,NN2
362,federal,logistics,item,name,code,JJ                  ,NN1                 ,NN1                 ,NN1                 ,NN1
362,I 'm,very,much,looking,forward,VV0                 ,RG                  ,DA1_RR              ,VVG                 ,RL
362,referenced,with,federal,logistics,item,VVD_VVN@            ,IW                  ,JJ                  ,NN1                 ,NN1
362,Terminal,High,Altitude,Area,Defense,JJ_NN1              ,JJ                  ,NN1                 ,NN1                 ,NN1
362,with,attention,deficit,hyperactivity,disorder,IW                  ,NN1                 ,NN1                 ,NN1                 ,NN1
361,did,n't ,grow,up,with,VDD                 ,XX                  ,VVI                 ,RP                  ,IW
361,FREE,truck,rental,rate,quotes,JJ                  ,NN1                 ,NN1                 ,NN1                 ,VVZ_NN2
361,Get,FREE,truck,rental,rate,VV0                 ,JJ                  ,NN1                 ,NN1                 ,NN1
361,Hong,Kong,Special,Administrative,Region,NP1                 ,NP1                 ,JJ                  ,JJ                  ,NN1
361,spend,far,too,much,time,VV0                 ,RR                  ,RG                  ,DA1                 ,NNT1
361,spending,time,with,my,family,VVG_JJ@             ,NNT1                ,IW                  ,APPGE               ,NN1
359,I 've,never,seen,anything,like,VV0                 ,RR                  ,VVN                 ,PN1                 ,II
359,San,Diego,Natural,History,Museum,NP1                 ,NP1                 ,JJ                  ,NN1                 ,NN1
359,South,Korean,President,Moon,Jae-in,NP1                 ,JJ                  ,NNB                 ,NP1                 ,NP1
358,actual,earnings,per,share,reported,JJ                  ,NN2                 ,II                  ,NN1                 ,VVN
358,Coast,Air,Quality,Management,District,NN1                 ,NN1                 ,NN1                 ,NN1                 ,NN1
358,frying,pan,over,medium-high,heat,NN1                 ,NN1                 ,II_RP               ,JJ                  ,NN1
358,per,night,quote.pricing.message,Total,quote.pricing.price,II                  ,NNT1                ,NNU                 ,JJ_NN1              ,NNU
357,come,back,year,after,year,VVI                 ,RP_JJ@_NN1          ,NNT1                ,II_CS               ,NNT1
357,make,their,dreams,come,true,VVI                 ,APPGE               ,NN2                 ,VVI                 ,JJ
356,Foreign,Affairs,Minister,John,Baird,JJ                  ,NN2                 ,VV0@_NN1            ,NP1                 ,NP1
356,go,together,like,peanut,butter,VV0                 ,RL                  ,II                  ,NN1                 ,NN1
355,Loma,Linda,University,Medical,Center,NP1                 ,NP1                 ,NN1                 ,JJ                  ,NN1
355,see,what,I 'm,talking,about,VVI                 ,DDQ                 ,VV0                 ,VVG                 ,II
355,take,up,very,little,space,VV0                 ,RP                  ,RG                  ,DA1                 ,NN1
354,B,C,D,E,F,ZZ1                 ,ZZ1                 ,ZZ1                 ,ZZ1                 ,ZZ1
354,heard,nothing,but,good,things,VVN                 ,PN1                 ,II_CCB              ,JJ                  ,NN2
353,did,n't ,last,very,long,VDD                 ,XX                  ,VVI                 ,RG                  ,RR
352,just,did,n't ,know,how,RR                  ,VDD                 ,XX                  ,VVI                 ,RRQ
352,million,shares,during,last,trading,NNO                 ,NN2                 ,II                  ,MD                  ,NN1
352,my,local,health,food,store,APPGE               ,JJ                  ,NN1                 ,NN1                 ,NN1
352,night,quote.pricing.message,Total,quote.pricing.price,format,NNT1                ,NNU                 ,JJ_NN1              ,NNU                 ,NN1_VV0
352,nonstick,skillet,over,medium,heat,NN1                 ,NN1                 ,II                  ,JJ_NN1              ,NN1
352,really,come,into,their,own,RR                  ,VV0_VVN@            ,II                  ,APPGE               ,DA
352,shares,during,last,trading,session,NN2                 ,II                  ,MD                  ,NN1                 ,NNT1
351,care,what,other,people,think,VVI                 ,DDQ                 ,JJ                  ,NN                  ,VV0
351,spend,some,quality,time,together,VVI                 ,DD                  ,NN1                 ,NNT1                ,RL
350,Tammany,Parish,Public,School,System,NP1                 ,NP1@_NN1            ,JJ_NN1              ,NN1                 ,NN1
350,three,major,credit,reporting,agencies,MC                  ,JJ                  ,NN1                 ,NN1_VVG             ,NN2
349,but,there,were,too,many,CCB                 ,EX                  ,VBDR                ,RG                  ,DA2
349,Free,Pregnancy,Tests,Click,Here,JJ                  ,NN1                 ,NN2                 ,VV0                 ,RL
349,hang,out,with,my,friends,VVI                 ,RP                  ,IW                  ,APPGE               ,NN2
349,New,York,International,Auto,Show,NP1                 ,NP1                 ,JJ                  ,NN1                 ,NN1
349,spending,time,with,her,family,VVG_JJ@             ,NNT1                ,IW                  ,APPGE               ,NN1
348,Actual,results,could,differ,materially,JJ                  ,NN2                 ,VM                  ,VVI                 ,RR
348,come,up,with,some,kind,VVI                 ,RP                  ,IW                  ,DD                  ,NN1
348,nonstick,skillet,over,medium-high,heat,NN1                 ,NN1                 ,II                  ,JJ                  ,NN1
348,very,happy,with,my,new,RG                  ,JJ                  ,IW                  ,APPGE               ,JJ
347,million,cubic,feet,per,day,NNO                 ,JJ                  ,NN2                 ,II                  ,NNT1
346,being,diagnosed,with,breast,cancer,VBG                 ,VVN                 ,IW                  ,NN1                 ,NN1
346,could,come,up,with,some,VM                  ,VVI                 ,RP                  ,IW                  ,DD
346,patients,with,coronary,artery,disease,NN2                 ,IW                  ,JJ                  ,NN1                 ,NN1
346,San,Francisco,International,Film,Festival,NP1                 ,NP1                 ,JJ                  ,NN1                 ,NN1
345,billion,cubic,feet,per,day,NNO                 ,JJ                  ,NN2                 ,II                  ,NNT1
345,but,that 's,just,my,opinion,CCB                 ,VVZ                 ,RR                  ,APPGE               ,NN1
345,former,National,Security,Adviser,Michael,DA                  ,JJ                  ,NN1                 ,NN1                 ,NP1
345,New,York,Mayor,Michael,Bloomberg,NP1                 ,NP1                 ,NNB                 ,NP1                 ,NP1
345,United,States,Supreme,Court,has,NP1                 ,NP1                 ,JJ                  ,NN1                 ,VHZ
345,with,other,health,care,professionals,IW                  ,JJ                  ,NN1                 ,NN1                 ,NN2
344,accordance,with,our,privacy,policy,II32                ,II33                ,APPGE               ,NN1                 ,NN1
344,did,n't ,really,know,how,VDD                 ,XX                  ,RR                  ,VVI                 ,RRQ
344,Europe,during,World,War,II,NP1                 ,II                  ,NN1                 ,NN1                 ,MC
344,Iraqi,Prime,Minister,Haider,al-Abadi,JJ                  ,JJ                  ,NN1                 ,NP1                 ,NP1
343,fired,FBI,Director,James,Comey,VVD                 ,NP1                 ,NN1                 ,NP1                 ,NP1
343,Luiz,Inacio,Lula,da,Silva,NP1                 ,NP1                 ,NP1                 ,NP1                 ,NP1
343,Medicare,Part,D,prescription,drug,NP1                 ,NN1                 ,ZZ1                 ,NN1                 ,NN1
342,Barrier,Reef,Marine,Park,Authority,NN1                 ,NN1                 ,JJ_NN1@             ,NN1                 ,NN1
342,too,much,time,worrying,about,RG                  ,DA1                 ,NNT1                ,VVG@_JJ             ,II
342,what,goes,up,must,come,DDQ                 ,VVZ                 ,RP                  ,VM                  ,VVI
342,without,spending,too,much,time,IW                  ,VVG                 ,RG                  ,DA1                 ,NNT1
341,had,their,work,cut,out,VHD                 ,APPGE               ,NN1                 ,VVN                 ,RP
341,his,relationship,with,his,father,APPGE               ,NN1                 ,IW                  ,APPGE               ,NN1
341,National,Cyber,Security,Awareness,Month,JJ                  ,NN1                 ,NN1                 ,NN1                 ,NNT1
341,never,know,what,you 're,going,RR                  ,VV0                 ,DDQ                 ,VV0                 ,VVGK
341,New,York,City,metropolitan,area,NP1                 ,NP1                 ,NN1                 ,JJ                  ,NN1
341,San,Francisco,Unified,School,District,NP1                 ,NP1                 ,JJ                  ,NN1                 ,NN1
341,things,did,n't ,work,out,NN2                 ,VDD                 ,XX                  ,VVI                 ,RP
340,Mohammed,bin,Rashid,Al,Maktoum,NP1                 ,VV0_NN1             ,NP1_JJ              ,NP1                 ,NP1
340,other,people,out,there,who,JJ                  ,NN                  ,RP                  ,RL                  ,PNQS
339,did,n't ,pay,much,attention,VDD                 ,XX                  ,VVI                 ,DA1                 ,NN1
339,East,Bay,Regional,Park,District,ND1                 ,NN1_JJ@             ,JJ                  ,NN1                 ,NN1
339,often,asked,about,mythology,merchandise,RR                  ,VVN                 ,II                  ,NN1                 ,NN1
339,quality,time,with,my,family,NN1                 ,NNT1                ,IW                  ,APPGE               ,NN1
338,come,up,with,some,sort,VVI                 ,RP                  ,IW                  ,DD                  ,NN1
338,just,did,n't ,work,out,RR                  ,VDD                 ,XX                  ,VVI                 ,RP
338,keep,doing,what,you 're,doing,VV0                 ,VDG                 ,DDQ                 ,VV0                 ,VDG
338,market,value,through,last,close,NN1                 ,NN1                 ,II                  ,MD                  ,NN1@_JJ_VV0
338,Republican,presidential,nominee,Donald,Trump,JJ@_NN1             ,JJ                  ,NN1                 ,NP1                 ,NN1
338,San,Diego,Zoo,Safari,Park,NP1                 ,NP1                 ,NN1                 ,NN1                 ,NN1
337,after,coming,into,contact,with,II                  ,VVG                 ,II                  ,NN1                 ,IW
337,our,customer,service,team,today,APPGE               ,NN1                 ,NN1                 ,NN1                 ,RT
337,pregnant,with,my,second,child,JJ                  ,IW                  ,APPGE               ,MD                  ,NN1
337,press,release,may,contain,forward-looking,NN1                 ,NN1                 ,VM                  ,VVI                 ,JJ_NN1
337,Texas,online,defensive,driving,course,NP1                 ,RR_JJ               ,JJ                  ,JJ                  ,NN1
337,were,very,happy,with,our,VBDR                ,RG                  ,JJ                  ,IW                  ,APPGE
336,come,up,with,some,new,VVI                 ,RP                  ,IW                  ,DD                  ,JJ
336,Germany,during,World,War,II,NP1                 ,II                  ,NN1                 ,NN1                 ,MC
336,having,trouble,keeping,up,with,VHG                 ,NN1                 ,VVG                 ,RP                  ,IW
336,New,York,City,Housing,Authority,NP1                 ,NP1                 ,NN1                 ,NN1_VVG             ,NN1
336,San,Diego,Unified,School,District,NP1                 ,NP1                 ,JJ                  ,NN1                 ,NN1
336,Timeliness,Problem,Resolution,Professionalism,Coverage,NP1_NN1             ,NN1                 ,NN1                 ,NN1                 ,NN1
336,with,federal,logistics,item,name,IW                  ,JJ                  ,NN1                 ,NN1                 ,NN1
335,closed,its,last,trading,session,VVD_VVN             ,APPGE               ,MD                  ,NN1                 ,NNT1
335,College,Football,Playoff,National,Championship,NN1                 ,NN1                 ,VV0_NN1_NP1         ,JJ                  ,NN1
335,keep,their,heads,above,water,VVI                 ,APPGE               ,NN2                 ,II                  ,NN1
335,our,friendly,customer,service,team,APPGE               ,JJ                  ,NN1                 ,NN1                 ,NN1
335,spend,time,with,her,family,VVI                 ,NNT1                ,IW                  ,APPGE               ,NN1
334,charged,with,first,degree,murder,VVN                 ,IW                  ,MD                  ,NN1                 ,NN1
334,Each,country,has,its,own,DD1                 ,NN1                 ,VHZ                 ,APPGE               ,DA
334,his,tail,between,his,legs,APPGE               ,NN1                 ,II                  ,APPGE               ,NN2
334,phone,numbers,with,area,code,NN1                 ,NN2                 ,IW                  ,NN1                 ,NN1
333,accordance,with,all,applicable,laws,II32                ,II33                ,DB                  ,JJ                  ,NN2
333,call,our,customer,service,department,VV0                 ,APPGE               ,NN1                 ,NN1                 ,NN1
333,make,up,their,own,mind,VVI                 ,RP                  ,APPGE               ,DA                  ,NN1
333,tears,streaming,down,my,face,NN2                 ,VVG                 ,RP                  ,APPGE               ,NN1
333,work,closely,with,our,clients,VV0                 ,RR                  ,IW                  ,APPGE               ,NN2
332,entry,into,World,War,II,NN1                 ,II                  ,NN1                 ,NN1                 ,MC
332,European,Commission,President,Jean-Claude,Juncker,JJ                  ,NN1                 ,NN1                 ,NP1                 ,NP1
332,please,contact,our,sales,team,RR                  ,VV0                 ,APPGE               ,NN                  ,NN1_VV0@
331,catch,up,with,old,friends,VVI                 ,RP                  ,IW                  ,JJ                  ,NN2
331,Lake,Mead,National,Recreation,Area,NNL1                ,NP1                 ,JJ                  ,NN1                 ,NN1
331,matters,into,our,own,hands,NN2                 ,II                  ,APPGE               ,DA                  ,NN2
330,SSE,Airtricity,League,Premier,Division,ND1                 ,NN1_NP1             ,NN1                 ,NN1_JJ              ,NN1
330,without,spending,too,much,money,IW                  ,VVG                 ,RG                  ,DA1                 ,NN1
329,one,who,came,up,with,PN1                 ,PNQS                ,VVD                 ,RP                  ,IW
329,Study,System,helps,test,takers,NN1                 ,NN1                 ,VVZ_NN2@            ,NN1_VV0             ,NN2
329,System,helps,test,takers,prepare,NN1                 ,VVZ_NN2@            ,NN1_VV0             ,NN2                 ,VV0
329,United,States,Playing,Card,Company,NP1                 ,NP1                 ,VVG                 ,NN1                 ,NN1
328,come,up,with,some,ideas,VVI                 ,RP                  ,IW                  ,DD                  ,NN2
328,former,FBI,Director,Robert,Mueller,DA                  ,NP1                 ,NN1                 ,NP1                 ,NP1
328,go,away,any,time,soon,VVI                 ,RL                  ,DD                  ,NNT1                ,RR
328,H,x,W,x,D,ZZ1                 ,ZZ1                 ,ZZ1                 ,ZZ1                 ,ZZ1
328,information,with,any,third,party,NN1                 ,IW                  ,RR%_DD              ,MD                  ,NN1
328,seen,with,my,own,eyes,VVN                 ,IW                  ,APPGE               ,DA                  ,NN2
327,Alvin,Ailey,American,Dance,Theater,NP1                 ,NP1                 ,JJ                  ,NN1                 ,NN1_NP1
327,did,n't ,even,know,existed,VDD                 ,XX                  ,RR                  ,VVI                 ,VVD_VVN@
327,going,about,their,daily,lives,VVG                 ,II_RP@              ,APPGE               ,JJ                  ,NN2
327,National,Law,Enforcement,Officers,Memorial,JJ                  ,NN1                 ,NN1                 ,NN2                 ,NN1
326,Cautionary,Statement,Regarding,Forward-Looking,Statements,JJ                  ,NN1                 ,II_VVG              ,JJ_NN1              ,NN2
326,experiences,mild,seasonal,variation,over,NN2_VVZ%            ,JJ                  ,JJ                  ,NN1                 ,II
326,people,with,compromised,immune,systems,NN                  ,IW                  ,JJ                  ,JJ                  ,NN2
326,put,my,money,where,my,VVI                 ,APPGE               ,NN1                 ,CS_RRQ              ,APPGE
326,Times,Higher,Education,World,University,NNT2                ,JJR                 ,NN1                 ,NN1                 ,NN1
326,with,Japanese,Prime,Minister,Shinzo,IW                  ,JJ                  ,JJ                  ,NN1                 ,NP1_NN1
325,among,all,eligible,entries,received,II                  ,DB                  ,JJ                  ,NN2                 ,VVN_VVD
325,has,its,own,unique,set,VHZ                 ,APPGE               ,DA                  ,JJ                  ,NN1
325,New,York,Governor,Andrew,Cuomo,NP1                 ,NP1                 ,NNB                 ,NP1                 ,NP1
324,combined,with,any,other,discount,VVN                 ,IW                  ,DD                  ,JJ                  ,NN1
324,find,out,what,had,happened,VVI                 ,RP                  ,DDQ                 ,VHD                 ,VVN
324,last,time,these,two,teams,MD                  ,NNT1                ,DD2                 ,MC                  ,NN2
323,did,n't ,even,know,there,VDD                 ,XX                  ,RR                  ,VVI                 ,EX_RL
323,gets,along,well,with,other,VVZ                 ,RP                  ,RR                  ,IW                  ,JJ
323,n't ,know,how,many,people,XX                  ,VVI                 ,RGQ@                ,DA2                 ,NN
323,please,contact,our,Customer,Services,RR                  ,VV0                 ,APPGE               ,NN1                 ,NN2
323,should,end,up,with,something,VM                  ,VVI                 ,RP                  ,IW                  ,PN1
322,came,up,with,their,own,VVD                 ,RP                  ,IW                  ,APPGE               ,DA
322,last,few,years,there,has,MD                  ,DA2                 ,NNT2                ,EX_RL               ,VHZ
322,New,York,City,public,school,NP1                 ,NP1                 ,NN1                 ,NN1_JJ              ,NN1
322,please,contact,our,customer,services,RR                  ,VV0                 ,APPGE               ,NN1                 ,NN2
322,surround,yourself,with,people,who,VVI                 ,PPX1                ,IW                  ,NN                  ,PNQS
322,without,giving,too,much,away,IW                  ,VVG                 ,RG                  ,DA1_RR              ,RL
